,timestamp,username,message_type,message,trip_idx
424,1684723946.161564,Jaguar,collecting_data,false,152
425,1684730330.699687,Jaguar,collecting_data,true,153
426,1684730352.901216,Jaguar,sitting_on_bus,true,153
427,1684730368.933033,Jaguar,seat_location,middle,153
428,1684730545.791638,Jaguar,collecting_data,false,153
429,1684775833.352402,Parrot,collecting_data,true,270
430,1684775836.64065,Parrot,sitting_on_bus,true,270
431,1684775854.7864652,Parrot,seat_location,back,270
432,1684776363.265675,Parrot,collecting_data,false,270
433,1684776655.744309,Starfish,collecting_data,true,-1
434,1684776723.05506,Starfish,collecting_data,true,409
435,1684776726.793114,Starfish,sitting_on_bus,true,409
436,1684776743.067455,Starfish,seat_location,middle,409
437,1684776826.345794,Starfish,collecting_data,false,409
438,1684781690.5556731,Parrot,collecting_data,true,271
439,1684781693.634762,Parrot,sitting_on_bus,true,271
440,1684781743.116332,Parrot,seat_location,middle,271
441,1684781926.929847,Parrot,collecting_data,false,271
442,1684781948.811667,Squid,collecting_data,true,359
443,1684781955.717313,Squid,sitting_on_bus,true,359
444,1684781972.555001,Squid,seat_location,back,359
445,1684782125.247602,Squid,collecting_data,true,359
446,1684782143.79075,Squid,sitting_on_bus,true,359
447,1684782158.018204,Squid,seat_location,back,359
448,1684783528.06616,Squid,collecting_data,true,360
449,1684783579.677108,Squid,sitting_on_bus,true,360
450,1684783596.572056,Squid,seat_location,middle,360
451,1684783955.1292682,Squid,collecting_data,false,360
452,1684784817.50988,Parrot,collecting_data,true,-1
453,1684788245.040946,Toad,collecting_data,true,429
454,1684788260.483278,Toad,sitting_on_bus,true,429
455,1684788278.063242,Toad,seat_location,middle,429
456,1684788605.6639462,Toad,collecting_data,false,429
457,1684800285.748951,Jaguar,collecting_data,true,-1
458,1684800427.100898,Jaguar,collecting_data,true,154
459,1684800891.793521,Jaguar,sitting_on_bus,true,154
460,1684800907.284529,Jaguar,seat_location,back,154
461,1684801150.102709,Jaguar,collecting_data,false,154
462,1684863937.838729,Jaguar,collecting_data,true,155
463,1684863977.3416538,Jaguar,sitting_on_bus,true,155
464,1684864053.1050649,Jaguar,collecting_data,true,155
465,1684864066.241899,Jaguar,sitting_on_bus,true,155
466,1684864083.773422,Jaguar,seat_location,middle,155
467,1684864415.710599,Jaguar,collecting_data,false,155
468,1684866979.498551,Dog,collecting_data,true,61
469,1684866998.8923469,Cat,collecting_data,true,9
470,1684867040.242872,Dog,sitting_on_bus,true,61
471,1684867040.8326778,Cat,sitting_on_bus,true,9
472,1684867056.86544,Dog,seat_location,front,61
473,1684867057.603618,Cat,seat_location,front,9
474,1684867121.322641,Dog,collecting_data,false,61
475,1684867129.019831,Cat,collecting_data,false,9
476,1684867133.085058,Horse,collecting_data,true,-1
477,1684867189.884388,Horse,collecting_data,true,-1
478,1684867255.698421,Horse,collecting_data,true,136
479,1684867259.442251,Horse,sitting_on_bus,true,136
480,1684867280.726285,Horse,seat_location,front,136
481,1684867494.174768,Horse,collecting_data,false,136
482,1684868663.43805,Dolphin,collecting_data,true,76
483,1684868705.500873,Dolphin,sitting_on_bus,true,76
484,1684868722.196959,Dolphin,seat_location,middle,76
485,1684868966.9461331,Dolphin,collecting_data,false,76
486,1684869327.6081471,Jaguar,collecting_data,true,-1
487,1684869525.015102,Jaguar,collecting_data,true,156
488,1684869527.645767,Jaguar,sitting_on_bus,true,156
489,1684869544.794053,Jaguar,seat_location,back,156
490,1684869897.330037,Jaguar,collecting_data,false,156
491,1684870679.924059,Jaguar,collecting_data,true,157
492,1684870723.765981,Jaguar,sitting_on_bus,true,157
493,1684870739.379456,Jaguar,seat_location,middle,157
494,1684871108.017328,Jaguar,collecting_data,false,157
495,1684872802.247995,Dog,collecting_data,true,62
496,1684872802.667159,Cat,collecting_data,true,10
497,1684872873.54985,Cat,sitting_on_bus,true,10
498,1684872874.289452,Dog,sitting_on_bus,true,62
499,1684872890.211853,Cat,seat_location,middle,10
500,1684872890.865859,Dog,seat_location,middle,62
501,1684872944.622519,Cat,collecting_data,false,10
502,1684872947.929531,Dog,collecting_data,false,62
503,1684872986.179792,Jaguar,collecting_data,true,158
504,1684873059.1301908,Jaguar,sitting_on_bus,true,158
505,1684873076.170104,Jaguar,seat_location,front,158
506,1684873217.3888788,Starfish,collecting_data,true,-1
507,1684873259.822027,Starfish,collecting_data,true,410
508,1684873274.164514,Starfish,sitting_on_bus,true,410
509,1684873292.149256,Starfish,seat_location,front,410
510,1684873428.18607,Jaguar,collecting_data,false,158
511,1684873460.770596,Starfish,collecting_data,false,410
512,1684878978.765802,Cod,collecting_data,true,48
513,1684879004.831448,Cod,sitting_on_bus,true,48
514,1684879021.97829,Cod,seat_location,middle,48
515,1684879344.220397,Cod,collecting_data,false,48
516,1684879818.270697,Toad,collecting_data,true,430
517,1684879839.4087272,Toad,sitting_on_bus,true,430
518,1684879855.482534,Toad,seat_location,front,430
519,1684892637.465478,Zebra,collecting_data,true,450
520,1684892682.92973,Zebra,sitting_on_bus,true,450
521,1684892702.324378,Zebra,seat_location,middle,450
522,1684893155.5920172,Zebra,collecting_data,false,450
523,1684894385.6308742,Jaguar,collecting_data,true,159
524,1684894425.9400969,Jaguar,sitting_on_bus,true,159
525,1684894443.703833,Jaguar,seat_location,back,159
526,1684894793.537211,Jaguar,collecting_data,true,159
527,1684894804.39792,Jaguar,sitting_on_bus,true,159
528,1684894821.312108,Jaguar,seat_location,back,159
529,1684894936.283148,Jaguar,collecting_data,false,159
530,1684904024.1400208,Jaguar,collecting_data,true,160
531,1684904036.088279,Jaguar,sitting_on_bus,true,160
532,1684904053.2527828,Jaguar,seat_location,back,160
533,1684904195.9510942,Jaguar,collecting_data,false,160
534,1684943484.522365,Horse,collecting_data,true,-1
535,1684949465.877806,Starfish,collecting_data,true,-1
536,1684949487.844802,Starfish,collecting_data,true,411
537,1684949496.561142,Starfish,sitting_on_bus,true,411
538,1684949512.905927,Starfish,seat_location,front,411
539,1684949545.36275,Starfish,collecting_data,false,411
540,1684953225.141468,Toad,collecting_data,true,431
541,1684953302.942968,Toad,sitting_on_bus,true,431
